name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon,weaknesses,evolutions,abilities,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,classification,percent_male,percent_female,abilities_hidden,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,description,status,total_points,base_friendship,growth_rate,effectiveness
Heatmor,#631,https://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.","Using their very hot, flame-covered tongues, they burn through Durant's steel bodies and consume their insides.","4' 07""",Anteater,127.9 lbs,['Fire'],"['Water', 'Ground', 'Rock']",['#631'],['Flash Fire'],0,20 ,Field ,,,169,Anteater Pokémon,50.2,49.8,White Smoke,90,5120,85,97,66,105,66,65,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.",Normal,465,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 200, 200, 50, 50, 100, 100, 50, 100, 200]"
Durant,#632,https://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","Individuals each play different roles in driving Heatmor, their natural predator, away from their colony.","1' 00""",Iron Ant,72.8 lbs,"['Bug', 'Steel']",['Fire'],['#632'],['Swarm'],0,20 ,Bug ,,,169,Iron Ant Pokémon,50.2,49.8,Truant,90,5120,58,109,112,48,48,109,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles.",Normal,465,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 200, 200, 50, 50, 100, 100, 50, 100, 200]"
Deino,#633,https://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves.","They cannot see, so they tackle and bite to learn about their surroundings. Their bodies are covered in wounds.","2' 07""",Irate,38.1 lbs,"['Dark', 'Dragon']","['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']","['#633', '#634', '#635']",['Hustle'],0,40 ,Dragon ,,,60,Irate Pokémon,50.2,49.8,,45,10240,52,65,50,45,50,38,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.",Normal,310,70,Medium Slow,"[100, 400, 50, 50, 25, 200, 50, 200, 25, 400, 100, 200, 200, 100, 100, 100, 100, 100]"
Zweilous,#634,https://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",The two heads do not get along. Whichever head eats more than the other gets to be the leader.,"4' 07""",Hostile,110.2 lbs,"['Dark', 'Dragon']","['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']","['#633', '#634', '#635']",['Hustle'],0,40 ,Dragon ,#633,(Level 50),147,Hostile Pokémon,50.2,49.8,,45,10240,72,85,70,65,70,58,"While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go.",Normal,380,70,Medium Slow,"[100, 400, 50, 50, 25, 200, 50, 200, 25, 400, 100, 200, 200, 100, 100, 100, 100, 100]"
Hydreigon,#635,https://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",The heads on their arms do not have brains. They use all three heads to consume and destroy everything.,"5' 11""",Brutal,352.7 lbs,"['Dark', 'Dragon']","['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']","['#633', '#634', '#635']",['Levitate'],0,40 ,Dragon ,#634,(Level 64),270,Brutal Pokémon,50.2,49.8,,45,10240,92,105,90,125,90,98,There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.,Normal,500,70,Medium Slow,"[100, 400, 50, 50, 25, 200, 50, 200, 25, 400, 100, 200, 200, 100, 100, 100, 100, 100]"
Larvesta,#636,https://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png,The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.,"Said to have been born from the sun, it spews fire from its horns and encases itself in a cocoon of fire when it evolves.","3' 07""",Torch,63.5 lbs,"['Bug', 'Fire']","['Rock', 'Water', 'Flying']","['#636', '#637']",['Flame Body'],0,40 ,Bug ,,,72,Torch Pokémon,50.2,49.8,Swarm,45,10240,55,85,55,50,55,60,The people of ancient times believed that Larvesta fell from the sun.,Normal,260,70,Medium Slow,"[100, 200, 100, 100, 25, 100, 25, 50, 100, 200, 200, 50, 200, 100, 100, 100, 100, 50]"
Volcarona,#637,https://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png,"When volcanic ash darkened the atmosphere, it is said that Volcarona's fire provided a replacement for the sun.","A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales.","5' 03""",Sun,101.4 lbs,"['Bug', 'Fire']","['Rock', 'Water', 'Flying']","['#636', '#637']",['Flame Body'],0,40 ,Bug ,#636,(Level 59),248,Sun Pokémon,50.2,49.8,Swarm,15,10240,85,60,65,135,105,100,Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.,Normal,360,70,Medium Slow,"[100, 200, 100, 100, 25, 100, 25, 50, 100, 200, 200, 50, 200, 100, 100, 100, 100, 50]"
Cobalion,#638,https://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,It has a body and heart of steel. Its glare is sufficient to make even an unruly Pokémon obey it.,"6' 11""",Iron Will,551.2 lbs,"['Steel', 'Fighting']","['Fire', 'Fighting', 'Ground']",['#638'],['Justified'],1,80 ,Undiscovered ,,,261,Iron Will Pokémon,,,,3,20480,91,90,129,90,72,108,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.",Normal,485,70,Medium Slow,"[100, 200, 100, 100, 25, 100, 25, 50, 100, 200, 200, 50, 200, 100, 100, 100, 100, 50]"
Terrakion,#639,https://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends.,"6' 03""",Cavern,573.2 lbs,"['Rock', 'Fighting']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel', 'Psychic', 'Fairy']",['#639'],['Justified'],1,80 ,Undiscovered ,,,261,Cavern Pokémon,,,,3,20480,91,129,90,72,90,108,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.,Normal,280,70,Medium Fast,"[100, 200, 50, 50, 50, 200, 50, 400, 50, 200, 100, 100, 100, 100, 0, 50, 200, 100]"
Virizion,#640,https://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png,Legends say this Pokémon confounded opponents with its swift movements.,"Its head sprouts horns as sharp as blades. Using whirlwind-like movements, it confounds and swiftly cuts opponents.","6' 07""",Grassland,440.9 lbs,"['Grass', 'Fighting']","['Flying', 'Fire', 'Ice', 'Poison', 'Psychic', 'Fairy']",['#640'],['Justified'],1,80 ,Undiscovered ,,,261,Grassland Pokémon,,,,3,20480,91,90,72,90,129,108,A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.,Normal,480,70,Medium Fast,"[100, 200, 50, 50, 50, 200, 50, 400, 50, 200, 100, 100, 100, 100, 0, 50, 200, 100]"
Tornadus,#641,https://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away.",The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,"4' 11""",Cyclone,138.9 lbs,['Flying'],"['Electric', 'Ice', 'Rock']",['#641'],['Prankster'],0,120 ,Undiscovered ,,,261,Cyclone Pokémon,100,0,Defiant,3,30720,79,115,70,125,80,111,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,Normal,280,70,Medium Fast,"[100, 200, 50, 50, 50, 200, 100, 200, 50, 200, 100, 200, 100, 100, 100, 100, 100, 100]"
Thundurus,#642,https://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png,"As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked.",The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,"4' 11""",Bolt Strike,134.5 lbs,"['Electric', 'Flying']","['Ice', 'Rock']",['#642'],['Prankster'],0,120 ,Undiscovered ,,,261,Bolt Strike Pokémon,100,0,Defiant,3,30720,79,115,70,125,80,111,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,Normal,480,70,Medium Fast,"[100, 200, 50, 50, 50, 200, 100, 200, 50, 200, 100, 200, 100, 100, 100, 100, 100, 100]"
Reshiram,#643,https://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png,"When Reshiram's tail flares, the heat energy moves the atmosphere and changes the world's weather.",This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,"10' 06""",Vast White,727.5 lbs,"['Dragon', 'Fire']","['Ground', 'Rock', 'Dragon']",['#643'],['Turboblaze'],1,120 ,Undiscovered ,,,306,Vast White Pokémon,,,,3,30720,100,120,100,150,120,90,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,Normal,460,70,Medium Fast,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Zekrom,#644,https://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,"9' 06""",Deep Black,760.6 lbs,"['Dragon', 'Electric']","['Ice', 'Ground', 'Dragon', 'Fairy']",['#644'],['Teravolt'],1,120 ,Undiscovered ,,,306,Deep Black Pokémon,,,,3,30720,100,150,120,120,100,90,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,Normal,460,70,Medium Fast,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Landorus,#645,https://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png,"From the forces of lightning and wind, it creates energy to give nutrients to the soil and make the land abundant.",Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,"4' 11""",Abundance,149.9 lbs,"['Ground', 'Flying']","['Ice', 'Water']",['#645'],['Sand Force'],0,120 ,Undiscovered ,,,270,Abundance Pokémon,100,0,Sheer Force,3,30720,89,125,90,115,80,101,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,Normal,292,70,Medium Slow,"[100, 100, 200, 0, 200, 200, 200, 50, 100, 100, 0, 200, 50, 50, 100, 50, 100, 200]"
Kyurem,#646,https://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,"9' 10""",Boundary,716.5 lbs,"['Dragon', 'Ice']","['Fighting', 'Rock', 'Dragon', 'Steel', 'Fairy']",['#646'],['Pressure'],1,120 ,Undiscovered ,,,297,Boundary Pokémon,,,,3,30720,125,130,90,130,90,95,This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,Normal,351,70,Medium Slow,"[100, 100, 200, 0, 200, 200, 200, 50, 100, 100, 0, 200, 50, 50, 100, 50, 100, 200]"
Keldeo,#647,https://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow.","It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.","4' 07""",Colt,106.9 lbs,"['Water', 'Fighting']","['Flying', 'Grass', 'Electric', 'Fairy', 'Psychic']",['#647'],['Justified'],1,80 ,Undiscovered ,,,261,Colt Pokémon,,,,3,20480,91,72,90,129,90,108,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.",Normal,519,70,Medium Slow,"[100, 100, 200, 0, 200, 200, 200, 50, 100, 100, 0, 200, 50, 50, 100, 50, 100, 200]"
Meloetta,#648,https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,"2' 00""",Melody,14.3 lbs,"['Normal', 'Psychic']","['Bug', 'Dark']",['#648'],['Serene Grace'],1,120 ,Undiscovered ,,,270,Melody Pokémon,,,,3,30720,100,77,77,128,128,90,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,Normal,315,70,Medium Slow,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Genesect,#649,https://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,"4' 11""",Paleozoic,181.9 lbs,"['Bug', 'Steel']",['Fire'],['#649'],['Download'],1,120 ,Undiscovered ,,,270,Paleozoic Pokémon,,,,3,30720,71,120,95,120,95,99,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,Normal,315,,Medium Slow,"[100, 200, 100, 100, 100, 50, 200, 100, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
Chespin,#650,https://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn't faze it.,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.","1' 04""",Spiny Nut,19.8 lbs,['Grass'],"['Fire', 'Flying', 'Poison', 'Ice', 'Bug']","['#650', '#651', '#652']",['Overgrow'],0,20 ,Field ,,,63,Spiky Nut Pokémon,88.1,11.9,Bulletproof,45,5120,56,61,65,48,45,38,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",Normal,480,70,Medium Slow,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Quilladin,#651,https://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png,They strengthen their lower bodies by running into one another. They are very kind and won't start fights.,It relies on its sturdy shell to deflect predators' attacks. It counterattacks with its sharp quills.,"2' 04""",Spiny Armor,63.9 lbs,['Grass'],"['Fire', 'Flying', 'Poison', 'Ice', 'Bug']","['#650', '#651', '#652']",['Overgrow'],0,20 ,Field ,#650,(Level 16),142,Spiny Armor Pokémon,88.1,11.9,Bulletproof,45,5120,61,78,95,56,58,57,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,Normal,540,70,Medium Slow,"[100, 50, 200, 100, 50, 50, 50, 100, 200, 100, 50, 100, 200, 200, 100, 200, 50, 50]"
Chesnaught,#652,https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,"5' 03""",Spiny Armor,198.4 lbs,"['Grass', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Poison', 'Ice', 'Fairy']","['#650', '#651', '#652']",['Overgrow'],0,20 ,Field ,#651,(Level 36),239,Spiny Armor Pokémon,88.1,11.9,Bulletproof,45,5120,88,107,122,74,75,64,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,Normal,480,,Medium Slow,"[100, 200, 100, 100, 100, 50, 200, 100, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
Fennekin,#653,https://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.","Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.","1' 04""",Fox,20.7 lbs,['Fire'],"['Water', 'Rock', 'Ground']","['#653', '#654', '#655']",['Blaze'],0,20 ,Field ,,,61,Fox Pokémon,88.1,11.9,Magician,45,5120,40,45,40,62,60,60,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",Normal,540,,,"[100, 100, 200, 100, 50, 25, 200, 100, 200, 100, 100, 50, 400, 100, 100, 100, 100, 50]"
Braixen,#654,https://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.","It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.","3' 03""",Fox,32.0 lbs,['Fire'],"['Water', 'Rock', 'Ground']","['#653', '#654', '#655']",['Blaze'],0,20 ,Field ,#653,(Level 16),143,Fox Pokémon,88.1,11.9,Magician,45,5120,59,59,58,90,70,73,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",Normal,461,70,Medium Fast,"[100, 200, 0, 50, 50, 200, 100, 200, 50, 200, 100, 200, 100, 100, 100, 100, 100, 100]"
Delphox,#655,https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.","It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.","4' 11""",Fox,86.0 lbs,"['Fire', 'Psychic']","['Ghost', 'Dark', 'Water', 'Rock', 'Ground']","['#653', '#654', '#655']",['Blaze'],0,20 ,Field ,#654,(Level 36),240,Fox Pokémon,88.1,11.9,Magician,45,5120,75,69,72,114,100,104,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",Normal,325,70,Medium Fast,"[50, 100, 200, 100, 100, 100, 100, 50, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
Froakie,#656,https://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,"1' 00""",Bubble Frog,15.4 lbs,['Water'],"['Grass', 'Electric']","['#656', '#657', '#658']",['Torrent'],0,20 ,Water 1 ,,,63,Bubble Frog Pokémon,88.1,11.9,Protean,45,5120,41,56,40,62,44,71,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,Normal,485,70,Medium Fast,"[50, 100, 200, 100, 100, 100, 100, 50, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
Frogadier,#657,https://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute's time.","It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.","2' 00""",Bubble Frog,24.0 lbs,['Water'],"['Grass', 'Electric']","['#656', '#657', '#658']",['Torrent'],0,20 ,Water 1 ,#656,(Level 16),142,Bubble Frog Pokémon,88.1,11.9,Protean,45,5120,54,63,52,83,56,97,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",Normal,348,35,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 200, 0, 100, 50, 50, 100, 25, 100, 400]"
Greninja,#658,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,"It appears and vanishes with a ninja's grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.","It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.","4' 11""",Ninja,88.2 lbs,"['Water', 'Dark']","['Fairy', 'Grass', 'Electric', 'Fighting', 'Bug']","['#656', '#657', '#658']",['Torrent'],0,20 ,Water 1 ,#657,(Level 36),239,Ninja Pokémon,88.1,11.9,Protean,45,5120,72,95,67,103,71,122,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",Normal,488,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 200, 0, 100, 50, 50, 100, 25, 100, 400]"
Bunnelby,#659,https://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,They use their large ears to dig burrows. They will dig the whole night through.,"1' 04""",Digging,11.0 lbs,['Normal'],['Fighting'],"['#659', '#660']",['Pickup'],0,15 ,Field ,,,47,Digging Pokémon,50.2,49.8,Huge Power,255,3840,38,36,38,32,36,57,"It excels at digging holes. Using its ears, it can dig a nest 33 feet deep in one night.",Normal,490,70,Medium Fast,"[100, 100, 100, 200, 50, 200, 25, 100, 0, 100, 50, 100, 200, 200, 100, 200, 100, 100]"
Diggersby,#660,https://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png,"As powerful as an excavator, its ears can reduce dense bedrock to rubble. When it's finished digging, it lounges lazily.","With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.","3' 03""",Digging,93.5 lbs,"['Normal', 'Ground']","['Water', 'Grass', 'Ice', 'Fighting']","['#659', '#660']",['Pickup'],0,15 ,Field ,#659,(Level 20),148,Digging Pokémon,50.2,49.8,Huge Power,127,3840,85,56,77,50,77,78,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.",Normal,303,70,Medium Fast,"[0, 100, 100, 100, 100, 100, 0, 50, 100, 100, 100, 50, 100, 200, 100, 200, 100, 100]"
Fletchling,#661,https://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png,"Despite the beauty of its lilting voice, it's merciless to intruders that enter its territory.",These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,"1' 00""",Tiny Robin,3.7 lbs,"['Normal', 'Flying']","['Ice', 'Electric', 'Rock']","['#661', '#662', '#663']",['Big Pecks'],0,15 ,Flying ,,,56,Tiny Robin Pokémon,50.2,49.8,Gale Wings,255,3840,45,50,43,40,38,62,Its melodious cries are actually warnings. Fletchling will mercilessly peck at anything that enters its territory.,Normal,303,,Medium Fast,"[0, 100, 200, 0, 200, 200, 0, 25, 100, 100, 100, 50, 50, 200, 100, 200, 100, 100]"
Fletchinder,#662,https://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.","From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.","2' 04""",Ember,35.3 lbs,"['Fire', 'Flying']","['Water', 'Rock', 'Electric']","['#661', '#662', '#663']",['Flame Body'],0,15 ,Flying ,#661,(Level 17),134,Ember Pokémon,50.2,49.8,Gale Wings,120,3840,62,73,55,56,52,84,"Fletchinder launches embers into the den of its prey. When the prey comes leaping out, Fletchinder’s sharp talons finish it off.",Normal,483,70,Medium Fast,"[0, 100, 100, 100, 100, 100, 0, 50, 100, 100, 100, 50, 100, 200, 100, 200, 100, 100]"
Talonflame,#663,https://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.","In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.","3' 11""",Scorching,54.0 lbs,"['Fire', 'Flying']","['Water', 'Rock', 'Electric']","['#661', '#662', '#663']",['Flame Body'],0,15 ,Flying ,#662,(Level 35),175,Scorching Pokémon,50.2,49.8,Gale Wings,45,3840,78,81,71,74,69,126,"Talonflame mainly preys upon other bird Pokémon. To intimidate opponents, it sends embers spewing from gaps between its feathers.",Normal,355,70,Medium Fast,"[50, 25, 100, 150, 300, 50, 150, 50, 150, 50, 100, 100, 100, 100, 100, 100, 100, 100]"
Scatterbug,#664,https://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png,"The powder that covers its body regulates its temperature, so it can live in any region or climate.","When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.","1' 00""",Scatterdust,5.5 lbs,['Bug'],"['Fire', 'Flying', 'Rock']","['#664', '#665', '#666']",['Shield Dust'],0,15 ,Bug ,,,40,Scatterdust Pokémon,50,50,Friend Guard,255,3840,38,35,40,27,25,35,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",Normal,495,70,Medium Fast,"[50, 25, 100, 150, 300, 50, 150, 50, 150, 50, 100, 100, 100, 100, 100, 100, 100, 100]"
Spewpa,#665,https://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png,"The beaks of bird Pokémon can't begin to scratch its stalwart body. To defend itself, it spews powder.","It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.","1' 00""",Scatterdust,18.5 lbs,['Bug'],"['Fire', 'Flying', 'Rock']","['#664', '#665', '#666']",['Shed Skin'],0,15 ,Bug ,#664,(Level 9),75,Scatterdust Pokémon,50,50,Friend Guard,120,3840,45,22,60,27,30,29,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",Normal,401,70,Medium Fast,"[50, 50, 200, 200, 100, 200, 100, 50, 0, 50, 100, 50, 200, 100, 100, 100, 200, 100]"
Vivillon,#666,https://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png,The patterns on this Pokémon's wings depend on the climate and topography of its habitat. It scatters colorful scales.,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,"3' 11""",Scale,37.5 lbs,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","['#664', '#665', '#666']",['Shield Dust'],0,15 ,Bug ,#665,(Level 12),185,Scale Pokémon,50,50,Friend Guard,45,3840,80,52,50,90,50,89,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,Normal,567,70,Medium Fast,"[50, 50, 200, 200, 100, 200, 100, 50, 0, 50, 100, 50, 200, 100, 100, 100, 200, 100]"
Litleo,#667,https://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.","2' 00""",Lion Cub,29.8 lbs,"['Fire', 'Normal']","['Rock', 'Water', 'Fighting', 'Ground']","['#667', '#668']",['Rivalry'],0,20 ,Field ,,,74,Lion Cub Pokémon,11.2,88.8,Moxie,220,5120,62,50,58,73,54,72,"When they’re young, they live with a pride. Once they’re able to hunt prey on their own, they’re kicked out and have to make their own way.",Normal,329,70,Medium Fast,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Pyroar,#668,https://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride's cubs.",The male with the largest mane of fire is the leader of the pride.,"4' 11""",Royal,179.7 lbs,"['Fire', 'Normal']","['Water', 'Rock', 'Fighting', 'Ground']","['#667', '#668']",['Rivalry'],0,20 ,Field ,#667,(Level 35),177,Royal Pokémon,11.2,88.8,Moxie,65,5120,86,68,72,109,66,106,"The males are usually lazy, but when attacked by a strong foe, a male will protect its friends with no regard for its own safety.",Normal,474,70,Medium Fast,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
